Ctry_Abb,Ctry_NmS,Area_SQKM,UN,ColorMap,Shape_Length,Shape_Area,administeredBy,contestedBy1,contestedBy2,contestedBy3,contestedBy4,contestedBy5,demonym,contestedRegion1,territoryTyp,recognized,inhabited,casulitiesContested,viablyContested,nameContested,contestedRegion2,autonomous,contestedRegion3
AFG,Afghanistan,584005,1,3,6439543.432,8.56833E+11,Afghanistan,Taliban,Other Islamist Millitants,None,None,None,Afghan,None,1,1,1,1,1,Ongoing War,None,0,None
ALB,Albania,34834,1,6,1249885.31,61390328903,Albania,None,None,None,None,None,Albanian,None,1,1,1,0,0,None,None,0,None
DZA,Algeria,1155544,1,3,7373761.749,1.60091E+12,Algeria,None,None,Jama'at Nasr al-Islam wal Muslimin,None,None,Algerian,Insurgency in the Maghreb,1,1,1,1,1,Ongoing Conflict,None,0,None
PAK,Pakistan,308010,1,4,4381901.327,4.29876E+11,Pakistan,Islamist Militants,None,None,None,None,Pakistani,None,1,1,1,1,0,Ongoing Military Conflict,None,0,None
IRN,Iran,1311101,1,6,7943945.922,1.85681E+12,Iran,None,None,None,None,None,Iranian,None,1,1,1,0,0,None,None,0,None
TKM,Turkmenistan,499188,1,1,5603703.279,8.33576E+11,Turkmenistan,None,None,None,None,None,Turkmen,None,1,1,1,0,0,None,None,0,None
UZB,Uzbekistan,261434,1,5,5365135.082,4.56432E+11,Uzbekistan,None,None,None,None,None,Uzbekistani,None,1,1,1,0,0,None,None,0,None
KAZ,Kazakhstan,2745683,1,8,19763259.86,6.20173E+12,Kazakhstan,None,None,None,None,None,Kazakhstani,None,1,1,1,0,0,None,None,0,None
AZE,Azerbaijan,67479,1,4,2556567.15,1.17134E+11,Azerbaijan,None,None,None,None,None,Azerbaijani,Azerbaijan,1,1,1,0,0,None,None,0,None
ARM,Armenia,29646,1,7,1678396.207,51022127588,Armenia,None,None,None,None,None,Armenian,None,1,1,1,0,0,None,None,0,None
GEO,Georgia,55729,1,5,2349551.41,1.01138E+11,Georgia,None,None,None,None,None,Georgian,None,1,1,1,0,0,None,None,0,None
RUS,Russia,10332710,1,1,137040292.3,5.57513E+13,Russia,None,None,None,None,None,Russian,None,1,1,1,0,0,None,None,0,None
KGZ,Kyrgyzstan,198981,1,7,4932198.465,3.54833E+11,Kyrgyzstan,None,None,None,None,None,Kyrgyz,None,1,1,1,0,0,None,None,0,None
TJK,Tajikistan,78292,1,6,3285589.66,1.29384E+11,Takikistan,None,None,None,None,None,Tadzhik,None,1,1,1,0,0,None,None,0,None
MNG,Mongolia,1567522,1,7,10375439.26,3.35916E+12,Mongolia,None,None,None,None,None,Mongolian,None,1,1,1,0,0,None,None,0,None
IND,India,3038251,1,5,15814453.99,3.55005E+12,India,Naxalite-Maoist Insurgency,None,None,None,None,Indian,None,1,1,1,1,0,Ongoing Military Conflict,None,0,None
BGD,Bangladesh,126665,1,6,3386003.804,1.52386E+11,Bangladesh,None,None,None,None,None,Bangladeshi,None,1,1,1,0,0,None,None,0,None
NPL,Nepal,104348,1,1,2234490.759,1.35977E+11,Nepal,None,None,None,None,None,Nepalese,None,1,1,1,0,0,None,None,0,None
BTN,Bhutan,38792,1,7,1060429.996,49406910919,Bhutan,None,None,None,None,None,Bhutanese,None,1,1,1,0,0,None,None,0,None
NAZ,Naga Self-Adminestered Zone,257715,0,8,3727313.273,2.96172E+11,Myanmar,None,None,None,None,None,Nagas,Myanmar Self-Administered Zones,2,4,1,0,0,None,None,1,None
LKA,Sri Lanka,52621,1,7,1252451.241,53798016601,Sri Lanka,None,None,None,None,None,Sri lankan,None,1,1,1,0,0,None,None,0,None
LAO,Laos,230299,1,1,4451204.749,2.57829E+11,Laos,None,None,None,None,None,Laotian,None,1,1,1,0,0,None,None,0,None
VNM,Vietnam,327491,1,3,6292612.341,3.63658E+11,Vietnam,None,None,None,None,None,Vietnamese,None,1,1,1,0,0,None,None,0,None
PRK,"Korea, North",150107,1,3,3143494.739,2.56746E+11,"Korea, North",South Korea,None,None,None,None,North Korean,Korea,1,1,1,1,1,Ongoing War,None,1,None
CHN,China (PRC),5502895,1,2,26573497.73,8.30304E+12,China (PRC),China (ROC),None,None,None,None,Chinese,None,1,1,1,1,1,One China Policy,None,0,China
KOR,"Korea, South",174415,1,5,2866759.323,2.67449E+11,"Korea, South",North Korea,None,None,None,None,South Korean,Korea,1,1,1,1,1,Ongoing War,None,0,None
TWN,China (ROC),87625,0,8,1517539.281,1.04831E+11,Taiwan,China (PRC),None,None,None,None,Taiwanese,None,1,3,1,1,1,One China Policy,None,0,China
JPN,Japan,585353,1,6,11302073.32,8.75926E+11,Japan,None,None,None,None,None,Japanese,None,1,1,1,0,0,None,None,0,None
KHM,Cambodia,201386,1,5,2988331.1,2.12623E+11,Cambodia,None,None,None,None,None,Cambodian,None,1,1,1,0,0,None,None,0,None
THA,Thailand,592502,1,4,6402343.064,6.38262E+11,Thailand,None,None,None,None,None,Thai,None,1,1,1,0,0,None,None,0,None
UKR,Ukraine,540391,1,7,7461952.244,1.26305E+12,Ukraine,None,None,None,None,None,Ukrainian,None,1,1,1,0,0,None,None,0,None
BLR,Belarus,207470,1,4,3987416.658,5.86963E+11,Belarus,None,None,None,None,None,Belarusian,None,1,1,1,0,0,None,None,0,None
EST,Estonia,70953,1,6,2470724.521,2.62239E+11,Estonia,None,None,None,None,None,Estonian,None,1,1,1,0,0,None,None,0,None
LVA,Latvia,76505,1,3,2719193.296,2.56364E+11,Latvia,None,None,None,None,None,Latvian,None,1,1,1,0,0,None,None,0,None
LTU,Lithuania,52877,1,2,3085755.698,1.62472E+11,Lithuania,None,None,None,None,None,Lithuanian,None,1,1,1,0,0,None,None,0,None
MDA,Moldova,28517,1,3,2562343.554,61890657823,Moldova,None,None,None,None,None,Moldovan,None,1,1,1,0,0,None,None,0,None
TUR,Turkey,695672,1,2,6629505.506,1.16278E+12,Turkey,None,None,None,None,None,Turkish,None,1,1,1,0,0,None,None,0,None
SYR,Syria,127576,1,8,2291688.306,1.88207E+11,Syria,Islamic State of Iraq and the Levant,None,None,None,None,Syrian,ISIL Insurgency,1,1,1,0,1,Ongoing War,None,0,None
IRQ,Iraq,388036,1,1,3783803.351,5.49766E+11,Iraq,Islamic State of Iraq and the Levant,None,None,None,None,Iraqi,ISIL Insurgency,1,1,1,1,1,Ongoing War,None,0,None
KWT,Kuwait,24542,1,7,789606.2263,32392883145,Kuwait,None,None,None,None,None,Kuwaiti,None,1,1,1,0,0,None,None,0,None
LBN,Lebanon,14876,1,2,773454.4058,21663693701,Lebanon,None,None,None,None,None,Lebanese,None,1,1,1,0,0,None,None,0,None
ISR,Israel,24684,1,6,1425486.762,34084960114,Israel,Palestine,None,None,None,None,Israeli,None,1,1,1,1,1,Ongoing Conflict,None,0,None
JOR,Jordan,89320,1,5,1966734.732,1.22669E+11,Jordan,None,None,None,None,None,Jordanian,None,1,1,1,0,0,None,None,0,None
QAT,Qatar,22712,1,4,1008003.343,27951971757,Qatar,None,None,None,None,None,Qatari,None,1,1,1,0,0,None,None,0,None
BHR,Bahrain,5808,1,8,368521.7422,7233247488,Bahrain,None,None,None,None,None,Bahraini,None,1,1,1,0,0,None,None,0,None
ARE,United Arab Emirates,104256,1,8,2248287.002,1.25856E+11,United Arab Emirates,None,None,None,None,None,Emirian,None,1,1,1,0,0,None,None,0,None
OMN,Oman,359885,1,7,3799493.948,4.13696E+11,Oman,None,None,None,None,None,Omani,None,1,1,1,0,0,None,None,0,None
YEM,Yemen,410693,1,2,6010362.683,4.46434E+11,Yemen,Houthi North Yemen,None,None,None,None,Yemeni,None,1,1,1,1,1,Ongoing War,None,0,None
SAU,Saudi Arabia,2045772,1,3,7615803.052,2.47536E+12,Saudi Arabia,None,None,None,None,None,Saudi Arabian,None,1,1,1,0,0,None,None,0,None
SWE,Sweden,503172,1,4,10801072.88,2.41596E+12,Sweden,None,None,None,None,None,Swedish,None,1,1,1,0,0,None,None,0,None
FIN,Finland,377809,1,7,8752996.357,2.01862E+12,Finland,None,None,None,None,None,Finnish,None,1,1,1,0,0,None,None,0,None
NOR,Norway,477054,0,2,12877428.72,2.71858E+12,Norway,None,None,None,None,None,Norwegian,None,1,1,1,0,0,None,None,0,None
ISL,Iceland,178365,1,8,4479311.185,9.98764E+11,Iceland,None,None,None,None,None,Icelander,None,1,1,1,0,0,None,None,0,None
MYS,Malaysia,180000,1,6,2504021.732,1.82187E+11,Malaysia,None,None,None,None,None,Malaysian,None,1,1,1,0,0,None,None,0,None
SGP,Singapore,1399,1,5,165686.6654,1409206335,Singapore,None,None,None,None,None,Singaporean,None,1,1,1,0,0,None,None,0,None
BRN,Brunei,6922,1,2,635639.5106,7012588495,Brunei,None,None,None,None,None,Bruneian,None,1,1,1,0,0,None,None,0,None
ROU,Romania,142220,1,6,3478222.124,2.88516E+11,Romania,None,None,None,None,None,Romanian,None,1,1,1,0,0,None,None,0,None
BGR,Bulgaria,117213,1,8,2551948.937,2.17625E+11,Bulgaria,None,None,None,None,None,Bulgarian,None,1,1,1,0,0,None,None,0,None
MKD,North Macedonia,25262,1,3,958223.5576,45217683896,North Macedonia,None,None,None,None,None,Macedonian,None,1,1,1,0,0,None,None,0,None
XKX,Kosovo,10013,0,1,790444.4319,18451130612,Kosovo,Republic of Kosovo,Albania,None,None,None,Kosovar,None,4,3,1,0,1,51% UN State Recognition,None,1,None
GRC,Greece,200998,1,5,7553568.966,3.29913E+11,Greece,None,None,None,None,None,Greek,None,1,1,1,0,0,None,None,0,None
CYP,Cyprus,11582,1,2,897415.5985,17253190651,Cyprus,None,None,None,None,None,Cypriot,None,1,1,1,0,0,None,None,0,None
POL,Poland,293864,1,5,5475437.341,7.85009E+11,Poland,None,None,None,None,None,Polish,None,1,1,1,0,0,None,None,0,None
SVK,Slovakia,41232,1,6,1879547.787,94990720633,Slovakia,None,None,None,None,None,Slovakian,None,1,1,1,0,0,None,None,0,None
HUN,Hungary,93269,1,4,2313322.192,2.01684E+11,Hungary,None,None,None,None,None,Hungarian,None,1,1,1,0,0,None,None,0,None
SRB,Serbia,51486,1,7,1916617.013,98922346525,Serbia,None,None,None,None,None,Seriban,None,1,1,1,0,0,None,None,0,None
MNE,Montenegro,16174,1,2,1014935.149,29946562991,Montenegro,None,None,None,None,None,Montenegrin,None,1,1,1,0,0,None,None,0,None
HRV,Croatia,87782,1,3,3626467.289,1.72926E+11,Croatia,None,None,None,None,None,Croatian,None,1,1,1,0,0,None,None,0,None
BIH,Bosnia and Herzegovina,26161,1,8,2090624.679,50742126222,Bosnia and Herzegovina,None,None,None,None,None,Bosnian and herzegovinian,None,1,1,1,0,0,None,None,0,None
CZE,Czechia,56693,1,3,2765194.317,1.3647E+11,Czechia,None,None,None,None,None,Czech,None,1,1,1,0,0,None,None,0,None
AUT,Austria,83833,1,1,3110886.727,1.84215E+11,Austria,None,None,None,None,None,Austrian,None,1,1,1,0,0,None,None,0,None
SVN,Slovenia,20491,1,2,1352452.809,42634341226,Slovenia,None,None,None,None,None,Slovenian,None,1,1,1,0,0,None,None,0,None
LIE,Liechtenstein,181,1,2,99223.62934,391733878,Liechtenstein,None,None,None,None,None,Liechtensteiner,None,1,1,1,0,0,None,None,0,None
CHE,Switzerland,39980,1,7,2434606.863,85232253171,Switzerland,None,None,None,None,None,Swiss,None,1,1,1,0,0,None,None,0,None
PYF,French Polynesia,5680131,0,6,10554865.25,6.3913E+12,France,French Polynesia,None,None,None,None,French Polynesian,France,3,4,1,0,0,Political Party,None,1,None
ITA,Italy,239221,1,4,3753078.102,4.31482E+11,Italy,None,None,None,None,None,Italian,None,1,1,1,0,0,None,None,0,None
MLT,Malta,4210,1,2,300039.5575,6436858101,Malta,None,None,None,None,None,Maltese,None,1,1,1,0,0,None,None,0,None
DEU,Germany,286932,1,8,6122796.815,7.47431E+11,Germany,None,None,None,None,None,German,None,1,1,1,0,0,None,None,0,None
NLD,Netherlands,39133,0,7,1991292.611,93325632301,Netherlands,None,None,None,None,None,Dutch,None,1,1,1,0,0,None,None,0,None
LUX,Luxembourg,2613,1,1,413800.3204,6261020150,Luxembourg,None,None,None,None,None,Luxembourger,None,1,1,1,0,0,None,None,0,None
WBL,Wallonia,15834,0,4,1201450.265,38768754518,Belgium,Walloon Republic,None,None,None,None,Walloons,None,4,4,1,0,1,Walloon Rally,None,0,None
DNK,Denmark,82338,1,6,3030998.048,2.63496E+11,Denmark,None,None,None,None,None,Danish,None,1,1,1,0,0,None,None,0,None
AND,Andorra,463,1,8,151453.5452,853767811.9,Andorra,Occitania,None,None,None,None,Andorran,None,1,1,1,0,0,None,None,0,None
IRL,Ireland,108772,1,1,3186626.684,3.02575E+11,Ireland,None,None,None,None,None,Irish,None,1,1,1,0,0,None,None,0,None
PRT,Portugal,114523,1,4,2406788.347,1.92846E+11,Portugal,None,None,None,None,None,Portuguese,None,1,1,1,0,0,None,None,0,None
EGY,Egypt,978321,1,1,4946031.478,1.22903E+12,Egypt,None,None,None,None,None,Egyptian,None,1,1,1,0,0,None,None,0,None
LBY,Libya,1419933,1,7,6972482.029,1.80961E+12,Libya,Libyan Civil War,None,Jama'at Nasr al-Islam wal Muslimin,None,None,Libyan,Insurgency in the Maghreb,1,1,1,1,1,Ongoing War,None,0,None
TUN,Tunisia,190135,1,1,2907162.89,2.80135E+11,Tunisia,None,None,Jama'at Nasr al-Islam wal Muslimin,None,None,Tunisian,Insurgency in the Maghreb,1,1,1,1,1,Ongoing Conflict,None,0,None
SDN,Sudan,1356877,1,2,6618193.924,1.49239E+12,Sudan,None,None,None,None,None,Sudanese,None,1,1,1,0,0,None,None,0,None
AZW,Azawad,820593,0,4,4349016.258,9.27558E+11,Mali,Azawad,Tamazgha,Jama'at Nasr al-Islam wal Muslimin,None,None,Berber,Berberism,4,4,1,1,1,Ongoing War,None,0,Insurgency in the Maghreb
TCD,Chad,1269284,1,8,5956572.142,1.38051E+12,Chad,Boko Haram,FACT/ CCMSR Insurgency,Jama'at Nasr al-Islam wal Muslimin,None,None,Chadian,Insurgency in the Maghreb,1,1,1,1,1,Ongoing War,None,0,None
AGZ,Berber,684365,0,1,3952395.368,7.72779E+11,Niger,Agadez,Tamazgha,Jama'at Nasr al-Islam wal Muslimin,Boko Haram,None,Nigerian,Berberism,4,4,1,1,1,Ongoing War,None,1,Insurgency in the Maghreb
NGA,Nigeria,719083,1,6,4609262.291,7.48745E+11,Nigeria,Boko Haram,None,None,None,None,Nigerian,None,1,1,1,1,0,Ongoing Military Conflict,None,0,None
BEN,Benin,117879,1,5,1997822.446,1.22098E+11,Benin,None,None,None,None,None,Beninese,None,1,1,1,0,0,None,None,0,None
TGO,Togo,57813,1,7,1724714.355,59512804498,Togo,None,None,None,None,None,Togolese,None,1,1,1,0,0,None,None,0,None
CIV,Ivory Coast,332642,1,8,3013751.961,3.40903E+11,Ivory Coast,None,None,None,None,None,Ivorian,None,1,1,1,0,0,None,None,0,None
GHA,Ghana,220825,1,3,2835192.877,2.26592E+11,Ghana,None,None,None,None,None,Ghanaian,None,1,1,1,0,0,None,None,0,None
BFA,Burkina Faso,271995,1,2,3137251.361,2.86749E+11,Burkina Faso,None,None,Jama'at Nasr al-Islam wal Muslimin,None,None,Burkinabe,Insurgency in the Maghreb,1,1,1,1,1,Ongoing War,None,0,None
MAR,Morocco,440670,1,5,4744403.219,6.12667E+11,Morocco,None,None,None,None,None,Moroccan,None,1,1,1,0,0,None,None,0,None
MRT,Mauritania,1050206,1,1,5735128.391,1.20314E+12,Mauritania,None,None,None,None,None,Mauritanian,Berber,1,1,1,0,0,None,None,0,None
GIN,Guinea,255431,1,6,3435016.647,2.65844E+11,Guinea,None,None,None,None,None,Guinean,None,1,1,1,0,0,None,None,0,None
SEN,Senegal,178751,1,8,2198603.892,1.92085E+11,Senegal,None,None,None,None,None,Senegalese,None,1,1,1,0,0,None,None,0,None
GMB,"Gambia, The",12917,1,1,898267.5441,13736624003,"Gambia, The",None,None,None,None,None,Gambian,None,1,1,1,0,0,None,None,0,None
GNB,Guinea-Bissau,53036,1,2,1102743.164,55695251708,Guinea-Bissau,None,None,None,None,None,Guinea-Bissauan,None,1,1,1,0,0,None,None,0,None
LBR,Liberia,108704,1,5,1663171.932,1.10799E+11,Liberia,None,None,None,None,None,Liberian,None,1,1,1,0,0,None,None,0,None
SLE,Sierra Leone,83303,1,3,1336721.662,85709514441,Sierra Leone,None,None,None,None,None,Sierra Leonean,None,1,1,1,0,0,None,None,0,None
COD,Congo (DRC),1177592,1,4,7850950.108,1.1905E+12,Congo (DRC),None,Allied Democratic Forces Insurgency,Lord's Resistance Army Insurgency,None,None,Congolese,None,1,1,1,0,0,Ongoing War,None,0,None
CMR,Cameroon,429219,1,7,4309123.619,4.37176E+11,Cameroon,Boko Haram,None,None,None,None,Cameroonian,None,1,1,1,1,0,Ongoing Military Conflict,None,0,None
GNQ,Equatorial Guinea,29566,1,8,793005.5593,29788246289,Equatorial Guinea,None,None,None,None,None,Equatoguinean,None,1,1,1,0,0,None,None,0,None
GAB,Gabon,282636,1,1,2837468.557,2.84741E+11,Gabon,None,None,None,None,None,Gabonese,None,1,1,1,0,0,None,None,0,None
CAF,Central African Republic,417888,1,3,4725015.313,4.25093E+11,Central African Republic,None,Lord's Resistance Army Insurgency,None,None,None,Central African,None,1,1,1,1,1,Ongoing Conflict,None,0,None
SSD,"Sudan, South",623864,1,8,4832588.913,6.38996E+11,"Sudan, South",Continued Ethnic Violence,None,None,None,None,South Sudanese,None,1,1,1,1,0,None,None,0,None
ERI,Eritrea,159987,1,8,2673568.644,1.73206E+11,Eritrea,None,None,None,None,None,Eritrean,None,1,1,1,0,0,None,None,0,None
DJI,Djibouti,26661,1,1,743220.2288,27995678997,Djibouti,None,None,None,None,None,Dijiboutian,None,1,1,1,0,0,None,None,0,None
ORM,Oromia,326823,0,4,5796780.605,3.34984E+11,Ethiopia,Oromia,None,None,None,None,Oromo,None,4,4,1,1,1,Ongoing War,None,1,None
SOM,Somalia,433554,1,7,3450766.393,4.39044E+11,Somalia,Alshabab,None,None,None,None,Somali,Somali Peoples,1,1,1,1,1,Ongoing War,None,0,None
KEN,Kenya,496982,1,1,4010916.518,5.01055E+11,Kenya,None,None,None,None,None,Kenyan,None,1,1,1,0,0,None,None,0,None
UGA,Uganda,241417,1,7,2394381.962,2.43306E+11,Uganda,None,Allied Democratic Forces Insurgency,None,None,None,Ugandian,None,1,1,1,1,0,Ongoing War,None,0,None
TZA,Tanzania,942769,1,6,4469277.03,9.62211E+11,Tanzania,None,None,None,None,None,Tanzanian,None,1,1,1,0,0,None,None,0,None
RWA,Rwanda,19293,1,2,725793.3983,19446788451,Rwanda,None,None,None,None,None,Rwandan,None,1,1,1,0,0,None,None,0,None
BDI,Burundi,27083,1,3,856624.2531,27359644612,Burundi,None,None,None,None,None,Brundian,None,1,1,1,0,0,None,None,0,None
COG,Congo,323510,1,8,3979318.288,3.2623E+11,Congo,None,None,None,None,None,Congolese,None,1,1,1,0,0,None,None,0,None
SWZ,Swaziland,17519,1,1,610901.967,21987558861,Swaziland,None,None,None,None,None,Emaswati,None,1,1,1,0,0,None,None,0,None
ZAF,South Africa,973903,1,7,8267914.967,1.26297E+12,South Africa,None,None,None,None,None,South African,None,1,1,1,0,0,None,None,0,None
LSO,Lesotho,30437,1,8,885034.6712,40384077248,Lesotho,None,None,None,None,None,Basotho,None,1,1,1,0,0,None,None,0,None
MWI,Malawi,100239,1,2,2864612.085,1.06788E+11,Malawi,None,None,None,None,None,Malawian,None,1,1,1,0,0,None,None,0,None
MOZ,Mozambique,764822,1,8,7123092.562,8.54291E+11,Mozambique,None,None,None,None,None,Mozambican,None,1,1,1,0,0,None,None,0,None
NAM,Namibia,815920,1,3,4732783.14,9.61694E+11,Namibia,None,None,None,None,None,Namibian,None,1,1,1,0,0,None,None,0,None
ZWE,Zimbabwe,260200,1,4,2495761.126,2.91591E+11,Zimbabwe,None,None,None,None,None,Zimbabwean,None,1,1,1,0,0,None,None,0,None
BWA,Botswana,578631,1,2,3918115.416,6.7909E+11,Botswana,None,None,None,None,None,Botswanian,None,1,1,1,0,0,None,None,0,None
AGO,Angola,694970,1,1,4428713.524,7.32377E+11,Angola,None,None,None,None,None,Angolan,None,1,1,1,0,0,None,None,0,None
BTS,Barotseland,429445,0,5,3021673.616,4.62447E+11,Zambia,Barotseland,None,None,None,None,Zambian,None,4,4,1,0,1,UNPO Member,None,0,None
ARG,Argentina,1988023,1,8,10075279.44,2.76367E+12,Argentina,None,None,None,None,None,Argentine,None,1,1,1,0,0,None,None,0,None
BRA,Brazil,7849640,1,6,17213995.74,8.20214E+12,Brazil,None,None,None,None,None,Brazilian,None,1,1,1,0,0,None,None,0,None
SUR,Suriname,153791,1,3,1837335.954,1.55722E+11,Suriname,None,None,None,None,None,Surinamer,None,1,1,1,0,0,None,None,0,None
GYW,West of Essequibo River,152621,0,4,2321687.435,1.55033E+11,Guyana,Venezuela,None,None,None,None,Guyanese,None,6,4,1,0,1,2018 ICJ ruling,None,0,None
VEN,Venezuela,1033302,1,7,6553652.107,1.06122E+12,Venezuela,FARC Dissidents,Sinaloa Cartel,Colombia,None,None,Venezuelan,None,1,1,1,1,0,Ongoing Military Conflict,None,0,None
COL,Colombia,1211352,1,8,6987217.319,1.23025E+12,Colombia,FARC Dissidents,Sinaloa Cartel,Venezuela,None,None,Colombian,None,1,1,1,1,0,Ongoing Military Conflict,None,0,None
ECU,Ecuador,362820,1,5,3748088.875,3.65633E+11,Ecuador,None,None,None,None,None,Ecuadorean,None,1,1,1,0,0,None,None,0,None
PER,Peru,1405706,1,1,7333539.108,1.4616E+12,Peru,Shining Path,None,None,None,None,Peruvian,None,1,1,1,1,0,Ongoing Military Conflict,None,0,None
BOL,Bolivia,720570,1,2,5215905.797,7.90874E+11,Bolivia,None,None,None,None,None,Bolivian,None,1,1,1,0,0,None,None,0,None
PRY,Paraguay,399054,1,7,3555768.125,4.75509E+11,Paraguay,FARC Splinter Groups,None,None,None,None,Paraguayan,None,1,1,1,1,0,Ongoing Military Conflict,None,0,None
URY,Uruguay,200720,1,4,2388989.891,2.86619E+11,Uruguay,None,None,None,None,None,Uruguayan,None,1,1,1,0,0,None,None,0,None
CPT,Chilean Patagonia,490720,0,3,7978800.153,1.1498E+12,Chile,Patagonia,None,None,None,None,Patagonian,Mapuche Secessionist,8,4,1,0,0,Araucania Historic Region,None,0,None
NUN,Nunavut,3306369,0,4,32418043.88,3.75388E+13,Canada,None,None,None,None,None,Nunavummiut,None,3,4,1,0,0,None,None,1,None
